일자,자치구,평균기온(°C),최저기온(°C),최고기온(°C),일강수량(mm),이산화질소농도(ppm),오존농도(ppm),일산화탄소농도(ppm),아황산가스농도(ppm),미세먼지농도(㎍/㎥),초미세먼지농도(㎍/㎥)
2024-09-12,강남구,25.1,24.3,27.3,54.0,0.0157,0.0123,0.3,0.0022,11.0,7.0
2024-09-13,강남구,26.4,24.4,31.2,11.5,0.014,0.0108,0.29,0.0026,17.0,9.0
2024-09-14,강남구,28.3,25.5,33.0,0.5,0.0107,0.0277,0.26,0.0024,13.0,7.0
2024-09-15,강남구,28.0,24.7,32.8,0.0,0.0076,0.0224,0.27,0.0023,13.0,7.0
2024-09-16,강남구,27.5,21.9,33.6,0.5,0.0072,0.0342,0.25,0.0021,6.0,3.0
2024-09-17,강남구,29.1,26.1,35.0,0.0,0.0091,0.0262,0.28,0.0022,13.0,7.0
2024-09-18,강남구,30.2,26.5,34.7,0.0,0.0097,0.0283,0.29,0.0024,19.0,12.0
2024-09-19,강남구,29.6,26.1,34.2,0.0,0.0155,0.0337,0.29,0.0024,19.0,12.0
2024-09-20,강남구,24.8,17.9,28.9,79.0,0.0152,0.0125,0.29,0.0023,13.0,8.0
2024-09-21,강남구,19.9,17.2,22.9,28.0,0.0071,0.033,0.23,0.002,3.0,2.0
2024-09-22,강남구,21.8,17.7,27.3,0.0,0.0061,0.0278,0.22,0.002,4.0,1.0
2024-09-23,강남구,21.3,17.6,26.7,0.0,0.01,0.0315,0.24,0.0019,8.0,3.0
2024-09-24,강남구,20.8,15.4,26.9,0.0,0.0154,0.0345,0.27,0.002,13.0,5.0
2024-09-25,강남구,23.4,18.0,28.8,0.0,0.0194,0.0315,0.31,0.0021,18.0,9.0
2024-09-26,강남구,24.3,21.4,29.1,0.0,0.0181,0.0391,0.34,0.0022,20.0,12.0
2024-09-27,강남구,23.4,19.5,28.9,0.0,0.0134,0.0317,0.3,0.0021,16.0,9.0
2024-09-28,강남구,23.9,19.7,29.2,0.0,0.0089,0.0397,0.26,0.002,13.0,6.0
2024-09-29,강남구,23.8,19.5,29.4,0.0,0.0082,0.0369,0.25,0.0019,9.0,4.0
2024-09-30,강남구,23.0,17.6,29.1,0.0,0.0175,0.0372,0.3,0.0022,15.0,8.0
2024-10-01,강남구,18.8,14.7,21.3,2.0,0.011,0.0347,0.29,0.0022,14.0,7.0
2024-10-02,강남구,16.3,12.7,21.0,0.0,0.0091,0.0349,0.27,0.002,14.0,6.0
2024-10-03,강남구,16.4,11.0,22.6,0.0,0.0118,0.0278,0.26,0.002,13.0,6.0
2024-10-04,강남구,17.1,12.0,24.4,0.0,0.0164,0.0272,0.29,0.002,15.0,7.0
2024-10-05,강남구,17.1,11.8,25.2,0.0,0.019,0.0302,0.32,0.0021,19.0,11.0
2024-10-06,강남구,15.7,12.5,18.4,0.0,0.0194,0.0158,0.37,0.0022,19.0,11.0
2024-10-07,강남구,17.5,14.5,21.6,0.0,0.0239,0.0185,0.47,0.0024,36.0,21.0
2024-10-08,강남구,18.0,13.0,24.2,0.0,0.0173,0.0206,0.38,0.0022,29.0,18.0
2024-10-09,강남구,18.6,13.3,25.0,0.0,0.0117,0.0312,0.28,0.0021,13.0,6.0
2024-10-10,강남구,19.0,15.8,24.0,0.0,0.0195,0.0282,0.32,0.0024,20.0,10.0
2024-10-11,강남구,18.1,14.0,24.3,0.0,0.0207,0.0356,0.38,0.0024,30.0,19.0
2024-10-12,강남구,17.8,12.7,25.4,0.0,0.0291,0.0297,0.46,0.0025,37.0,24.0
2024-10-13,강남구,17.9,12.3,23.3,0.0,0.0173,0.0263,0.38,0.0024,25.0,18.0
2024-10-14,강남구,19.4,16.6,21.7,0.0,0.0251,0.0155,0.34,0.0025,21.0,11.0
2024-10-15,강남구,19.2,17.3,22.9,0.5,0.0238,0.0139,0.38,0.0023,21.0,14.0
2024-10-16,강남구,18.3,14.6,24.6,0.0,0.025,0.0235,0.45,0.0024,32.0,20.0
2024-10-17,강남구,18.9,13.9,26.3,0.0,0.0268,0.0216,0.41,0.0025,33.0,18.0
2024-10-18,강남구,17.7,16.4,19.3,36.0,0.0225,0.0128,0.37,0.0025,22.0,13.0
2024-10-19,강남구,17.4,13.1,22.3,0.5,0.0091,0.0308,0.27,0.0021,7.0,3.0
2024-10-20,강남구,14.2,11.5,18.9,0.0,0.0056,0.0322,0.21,0.0019,10.0,3.0
2024-10-21,강남구,15.2,9.6,21.0,0.0,0.0168,0.0211,0.27,0.0021,15.0,5.0
2024-10-22,강남구,15.6,14.4,17.0,21.0,0.022,0.0086,0.35,0.0022,12.0,7.0
2024-10-23,강남구,13.8,10.8,17.2,2.0,0.0101,0.0348,0.31,0.0021,14.0,6.0
2024-10-24,강남구,12.7,7.4,20.0,0.0,0.0201,0.0266,0.4,0.0023,26.0,15.0
2024-10-25,강남구,14.3,8.7,22.3,0.0,0.0278,0.0136,0.39,0.0023,25.0,13.0
2024-10-26,강남구,16.3,10.4,24.7,0.0,0.0247,0.0156,0.43,0.0026,22.0,12.0
2024-10-27,강남구,16.4,13.4,20.2,0.0,0.0165,0.0281,0.38,0.0026,26.0,16.0
2024-10-28,강남구,16.4,12.2,21.5,0.0,0.0197,0.017,0.44,0.0023,29.0,19.0
2024-10-29,강남구,15.5,12.5,19.8,0.0,0.0224,0.0201,0.32,0.0022,16.0,7.0
2024-10-30,강남구,15.6,10.8,22.0,0.0,0.0241,0.0246,0.42,0.0026,27.0,15.0
2024-10-31,강남구,15.4,10.4,23.2,0.0,0.0345,0.017,0.5,0.0026,34.0,20.0
2024-11-01,강남구,15.4,12.4,18.9,0.0,0.0388,0.01,0.47,0.0027,35.0,20.0
2024-11-02,강남구,17.6,11.4,25.2,0.0,0.0201,0.0296,0.4,0.0028,33.0,20.0
2024-11-03,강남구,17.4,11.5,24.1,0.0,0.0107,0.037,0.32,0.0023,24.0,15.0
2024-11-04,강남구,15.7,10.6,20.3,0.0,0.011,0.0393,0.31,0.0024,25.0,14.0
2024-11-05,강남구,10.9,8.0,15.7,0.0,0.0138,0.0264,0.31,0.0028,26.0,11.0
2024-11-06,강남구,8.6,3.9,13.7,0.0,0.0156,0.0273,0.35,0.003,25.0,12.0
2024-11-07,강남구,7.7,2.5,15.7,0.0,0.0319,0.0165,0.46,0.0028,40.0,21.0
2024-11-08,강남구,9.3,3.4,18.4,0.0,0.0372,0.0152,0.46,0.0026,32.0,18.0
2024-11-09,강남구,11.9,6.2,20.5,0.0,0.0352,0.0168,0.44,0.0027,28.0,16.0
2024-11-10,강남구,14.0,9.4,21.3,0.0,0.0223,0.0241,0.39,0.0025,23.0,14.0
2024-11-11,강남구,14.3,8.6,22.0,0.0,0.0405,0.0167,0.62,0.0031,49.0,30.0
2024-11-12,강남구,14.8,9.9,19.9,0.0,0.0209,0.0321,0.44,0.0031,38.0,25.0
2024-11-13,강남구,13.6,8.0,21.3,0.0,0.0323,0.0185,0.47,0.0029,40.0,22.0
2024-11-14,강남구,15.2,12.7,17.4,0.0,0.0331,0.0125,0.42,0.0027,32.0,18.0
2024-11-15,강남구,16.9,13.6,22.0,0.0,0.0268,0.0172,0.4,0.0025,26.0,16.0
2024-11-16,강남구,17.6,14.5,23.1,4.0,0.0181,0.0293,0.35,0.0026,21.0,14.0
2024-11-17,강남구,8.3,4.2,15.5,0.0,0.0068,0.0305,0.31,0.0026,18.0,10.0
2024-11-18,강남구,4.1,1.8,8.6,0.0,0.0112,0.0275,0.26,0.0026,14.0,7.0
2024-11-19,강남구,5.6,0.1,11.7,0.0,0.0262,0.0153,0.33,0.0023,21.0,11.0
2024-11-20,강남구,6.8,2.1,10.9,0.0,0.0391,0.0055,0.53,0.0028,37.0,24.0
2024-11-21,강남구,9.9,6.0,14.3,0.5,0.0319,0.0134,0.57,0.0029,53.0,37.0
2024-11-22,강남구,7.5,4.1,11.8,0.0,0.0151,0.0283,0.39,0.0031,33.0,20.0
2024-11-23,강남구,6.1,0.9,13.2,0.0,0.025,0.0154,0.37,0.0026,22.0,14.0
2024-11-24,강남구,6.9,1.8,14.2,0.0,0.019,0.0202,0.33,0.0022,13.0,9.0
2024-11-25,강남구,10.5,2.9,16.6,0.0,0.0262,0.0148,0.37,0.0024,20.0,12.0
2024-11-26,강남구,6.7,2.0,13.4,28.0,0.0129,0.0252,0.29,0.002,10.0,6.0
2024-11-27,강남구,0.1,-0.8,3.0,21.5,0.0148,0.0238,0.3,0.0018,8.0,6.0
2024-11-28,강남구,1.5,-0.2,5.0,10.5,0.0157,0.0217,0.37,0.0018,15.0,11.0
2024-11-29,강남구,1.3,-3.0,4.9,0.0,0.0265,0.0129,0.45,0.0023,29.0,18.0
2024-11-30,강남구,3.2,-1.1,6.1,0.0,0.0303,0.0087,0.47,0.0023,22.0,14.0
2024-12-01,강남구,5.5,0.8,9.8,0.5,0.0248,0.007,0.45,0.0021,30.0,22.0
2024-12-02,강남구,7.5,2.1,14.1,0.0,0.0276,0.0157,0.52,0.0026,42.0,27.0
2024-12-03,강남구,2.4,-0.6,5.8,0.0,0.0156,0.0252,0.31,0.0023,15.0,7.0
2024-12-04,강남구,3.6,-0.3,6.9,0.0,0.0215,0.0215,0.36,0.0025,22.0,12.0
2024-12-05,강남구,3.9,-1.0,9.3,1.0,0.0246,0.0194,0.38,0.0025,21.0,11.0
2024-12-06,강남구,3.0,0.5,6.1,0.0,0.013,0.0275,0.32,0.0024,24.0,9.0
2024-12-07,강남구,0.8,-2.4,5.1,0.0,0.0135,0.0245,0.35,0.0022,21.0,12.0
2024-12-08,강남구,0.4,-2.7,4.4,0.0,0.01,0.0267,0.34,0.0022,21.0,12.0
2024-12-09,강남구,1.0,-3.8,6.9,0.0,0.0304,0.0122,0.47,0.0026,31.0,16.0
2024-12-10,강남구,2.3,-2.9,7.7,0.0,0.0348,0.0126,0.61,0.0027,39.0,26.0
2024-12-11,강남구,3.7,0.6,8.0,0.0,0.0335,0.0144,0.73,0.0038,62.0,39.0
2024-12-12,강남구,1.6,-2.4,5.9,0.0,0.0263,0.0148,0.5,0.0032,39.0,23.0
2024-12-13,강남구,1.8,-0.5,5.3,0.0,0.0215,0.0196,0.39,0.0028,27.0,16.0
2024-12-14,강남구,0.2,-2.4,3.4,0.0,0.0148,0.0243,0.4,0.0026,27.0,15.0
2024-12-15,강남구,1.6,-0.9,5.6,0.0,0.0145,0.0267,0.32,0.0026,19.0,10.0
2024-12-16,강남구,0.3,-3.9,4.1,0.0,0.0333,0.0096,0.49,0.0027,28.0,16.0
2024-12-17,강남구,-0.2,-3.5,3.9,0.0,0.0221,0.0186,0.4,0.0026,24.0,14.0
2024-12-18,강남구,-2.5,-4.7,0.6,0.0,0.0172,0.0176,0.41,0.0029,28.0,16.0
2024-12-19,강남구,-1.4,-6.0,4.7,0.0,0.0344,0.0081,0.59,0.0035,48.0,28.0
2024-12-20,강남구,0.9,-2.3,4.5,0.0,0.0478,0.0026,0.75,0.0033,58.0,38.0
2024-12-21,강남구,-0.3,-3.6,2.5,4.0,0.0213,0.0188,0.57,0.0024,50.0,41.0
2024-12-22,강남구,-2.7,-5.9,1.4,0.0,0.0124,0.0268,0.32,0.0023,19.0,9.0
2024-12-23,강남구,,,,0.0,0.0298,0.015,0.52,0.0026,27.0,17.0
2024-12-24,강남구,0.5,-3.4,5.0,0.0,0.0288,0.0168,0.47,0.0028,31.0,18.0
2024-12-25,강남구,2.6,-1.7,7.2,0.5,0.0326,0.0135,0.53,0.0028,31.0,21.0
2024-12-26,강남구,0.7,-3.9,4.4,0.0,0.0176,0.024,0.45,0.0027,64.0,34.0
2024-12-27,강남구,-1.7,-4.6,1.9,0.0,0.0148,0.0252,0.33,0.0023,28.0,13.0
2024-12-28,강남구,-2.1,-5.2,1.3,0.0,0.0105,0.0259,0.33,0.0025,26.0,13.0
2024-12-29,강남구,1.4,-4.2,5.9,0.0,0.0237,0.0165,0.42,0.0023,24.0,13.0
2024-12-30,강남구,6.1,1.9,10.6,0.0,0.026,0.021,0.48,0.0026,50.0,29.0
2024-12-31,강남구,1.2,-2.7,5.8,0.0,0.0159,0.0258,0.38,0.0027,48.0,18.0
2024-01-01,서초구,3.4,-1.2,7.1,0.0,0.0252,0.0123,0.68,0.0027,27.0,20.0
2024-01-02,서초구,3.7,2.0,4.9,0.0,0.0199,0.0211,0.44,0.0026,43.0,30.0
2024-01-03,서초구,2.4,0.4,5.2,1.0,0.0254,0.0166,0.43,0.0027,46.0,31.0
2024-01-04,서초구,1.8,-3.3,5.6,0.0,0.027,0.0163,0.54,0.003,51.0,34.0
2024-01-05,서초구,5.7,2.4,10.0,0.0,0.0256,0.0238,0.63,0.0029,94.0,64.0
2024-01-06,서초구,1.5,-0.9,5.3,1.0,0.0148,0.0238,0.35,0.0029,37.0,9.0
2024-01-07,서초구,-3.2,-6.9,-0.4,0.0,0.0074,0.0276,0.35,0.003,,11.0
2024-01-08,서초구,-3.9,-9.1,0.5,0.0,0.0248,0.0118,0.41,0.003,28.0,11.0
2024-01-09,서초구,-0.2,-1.7,1.0,2.0,0.0354,0.0051,0.48,0.0029,28.0,19.0
2024-01-10,서초구,-0.1,-2.3,3.9,0.0,0.0357,0.0053,0.66,0.0027,75.0,59.0
2024-01-11,서초구,1.9,-2.7,5.1,0.0,0.034,0.0081,0.56,0.0028,70.0,51.0
2024-01-12,서초구,2.3,0.6,4.9,0.0,0.0197,0.0214,0.48,0.003,65.0,38.0
2024-01-13,서초구,0.9,-2.7,5.7,0.0,0.0274,0.0143,0.42,0.0032,28.0,10.0
2024-01-14,서초구,-0.1,-3.6,4.5,3.0,0.0317,0.0084,0.67,0.0028,34.0,22.0
2024-01-15,서초구,-2.3,-5.0,1.1,0.0,0.0155,0.0235,0.35,0.0032,27.0,8.0
2024-01-16,서초구,-1.8,-6.9,4.0,0.0,0.035,0.0095,0.51,0.0033,37.0,17.0
2024-01-17,서초구,0.8,-3.2,2.5,9.5,0.0415,0.0006,0.69,0.003,41.0,29.0
2024-01-18,서초구,5.0,1.8,9.6,1.0,0.0257,0.0101,0.48,0.0027,29.0,21.0
2024-01-19,서초구,5.9,4.7,9.2,0.0,0.0142,0.0249,0.36,0.0026,16.0,7.0
2024-01-20,서초구,3.7,1.9,6.0,1.0,0.0107,0.0257,0.29,0.0025,8.0,1.0
2024-01-21,서초구,2.4,-1.9,5.2,0.5,0.0122,0.022,0.33,0.0025,11.0,5.0
2024-01-22,서초구,-7.6,-10.7,-1.8,0.0,0.0095,0.0248,0.35,0.0027,38.0,18.0
2024-01-23,서초구,-10.5,-12.6,-7.4,0.0,0.0085,0.0263,0.31,0.003,29.0,9.0
2024-01-24,서초구,-6.9,-10.0,-3.8,0.0,0.008,0.0278,0.32,0.0029,32.0,9.0
2024-01-25,서초구,-3.9,-7.8,-0.4,0.0,0.0147,0.0228,0.34,0.0032,22.0,10.0
2024-01-26,서초구,-1.4,-6.6,4.1,0.0,0.0314,0.0125,0.49,0.003,38.0,21.0
2024-01-27,서초구,0.3,-4.0,4.9,0.0,0.0277,0.0182,0.58,0.0033,54.0,37.0
2024-01-28,서초구,-0.7,-4.7,3.6,0.0,0.0191,0.0237,0.42,0.003,30.0,18.0
2024-01-29,서초구,-0.3,-5.6,5.0,0.0,0.0348,0.0115,0.61,0.0028,50.0,33.0
2024-01-30,서초구,1.3,-4.0,7.8,0.0,0.0434,0.0088,0.73,0.0022,67.0,45.0
2024-01-31,서초구,5.1,-0.2,10.6,0.0,0.0391,0.0156,0.68,0.0018,63.0,41.0
2024-02-01,서초구,3.5,0.3,8.0,0.0,0.0276,0.0179,0.72,0.0019,92.0,67.0
2024-02-02,서초구,3.7,0.2,8.6,0.0,0.0305,0.0131,0.45,0.0025,50.0,34.0
2024-02-03,서초구,4.8,-0.8,9.3,0.0,0.0304,0.0103,0.45,0.0024,41.0,28.0
2024-02-04,서초구,7.3,3.4,11.1,0.0,0.0211,0.0174,0.38,0.0021,27.0,19.0
2024-02-05,서초구,2.7,0.3,7.2,5.5,0.0109,0.0294,0.25,0.0017,6.0,4.0
2024-02-06,서초구,1.9,0.0,4.0,0.0,0.0212,0.0206,0.32,0.0017,15.0,10.0
2024-02-07,서초구,1.6,0.2,3.9,0.0,0.0233,0.0186,0.48,0.0018,37.0,27.0
2024-02-08,서초구,1.0,-3.3,6.4,0.0,0.0305,0.0184,0.51,0.0021,44.0,33.0
2024-02-09,서초구,1.1,-3.4,6.0,0.0,,,,,,
2024-02-10,서초구,1.6,-2.8,7.9,0.0,,,,,,
2024-02-11,서초구,1.5,-3.5,6.6,0.0,0.0157,0.0327,0.49,0.0019,58.0,44.0
2024-02-12,서초구,3.3,-3.8,10.6,0.0,0.0214,0.0267,0.54,0.0021,59.0,44.0
2024-02-13,서초구,8.6,0.8,15.4,0.0,0.0306,0.0237,0.54,0.0024,77.0,40.0
2024-02-14,서초구,13.3,8.6,18.8,0.0,0.0372,0.0147,0.57,0.0033,56.0,29.0
2024-02-15,서초구,5.4,1.4,11.6,8.0,0.0124,0.0269,0.32,0.0029,23.0,15.0
2024-02-16,서초구,2.9,-1.6,7.9,0.0,0.0242,0.0166,0.39,0.0031,31.0,18.0
2024-02-17,서초구,4.7,-1.7,11.7,0.0,0.0325,0.0145,0.53,0.0034,54.0,34.0
2024-02-18,서초구,6.7,1.0,10.5,13.0,0.0295,0.0103,0.48,0.0029,43.0,28.0
2024-02-19,서초구,9.6,4.6,12.5,7.0,0.0236,0.0105,0.46,0.003,17.0,7.0
2024-02-20,서초구,5.3,3.6,8.0,2.5,0.0195,0.0119,0.42,0.0029,35.0,16.0
2024-02-21,서초구,2.3,0.2,4.7,21.5,0.0124,0.0238,0.28,0.0026,6.0,1.0
2024-02-22,서초구,0.7,-0.8,2.4,9.0,0.0131,0.0266,0.26,0.0026,7.0,2.0
2024-02-23,서초구,2.3,-0.6,6.2,0.0,0.0131,0.0288,0.25,0.0027,10.0,3.0
2024-02-24,서초구,2.4,-0.5,6.3,2.0,0.0129,0.0279,0.25,0.0027,14.0,7.0
2024-02-25,서초구,3.3,0.9,6.3,2.0,0.0112,0.0267,0.3,0.0027,15.0,10.0
2024-02-26,서초구,4.7,-1.2,11.1,0.0,0.0207,0.0203,0.38,0.0028,33.0,17.0
2024-02-27,서초구,5.7,2.0,10.0,0.0,0.0166,0.029,0.26,0.0024,21.0,10.0
2024-02-28,서초구,7.2,3.4,10.9,0.0,0.0214,0.025,0.29,0.0025,38.0,15.0
2024-02-29,서초구,5.4,1.2,10.1,0.0,0.0277,0.0195,0.47,0.0026,71.0,39.0
2024-03-01,서초구,-3.1,-5.9,1.2,0.0,0.0061,0.039,0.23,0.0026,48.0,10.0
2024-03-02,서초구,0.0,-8.2,5.5,0.0,0.0133,0.0341,0.27,0.0027,36.0,13.0
2024-03-03,서초구,4.8,0.3,9.1,0.0,0.0135,0.0389,0.49,0.0025,126.0,70.0
2024-03-04,서초구,6.1,-1.3,12.2,0.0,0.0344,0.0199,0.46,0.0028,86.0,41.0
2024-03-05,서초구,8.5,6.3,11.4,0.0,0.0277,0.025,0.37,0.0026,59.0,25.0
2024-03-06,서초구,6.9,3.9,10.5,0.0,0.0197,0.0278,0.3,0.0023,19.0,7.0
2024-03-07,서초구,4.7,2.6,8.6,0.0,0.0193,0.0283,0.31,0.0022,37.0,17.0
2024-03-08,서초구,3.3,0.9,7.9,0.0,0.0132,0.0383,0.33,0.0024,66.0,24.0
2024-03-09,서초구,2.6,-0.7,8.0,0.0,0.013,0.0342,0.29,0.0022,40.0,16.0
2024-03-10,서초구,4.2,-2.5,11.2,0.0,0.0174,0.0328,0.32,0.0022,35.0,16.0
2024-03-11,서초구,6.7,1.9,12.2,0.0,0.0328,0.0221,0.37,0.0024,50.0,22.0
2024-03-12,서초구,6.7,4.8,10.0,1.0,0.0339,0.0179,0.4,0.002,42.0,26.0
2024-03-13,서초구,7.0,0.7,13.0,0.0,0.0199,0.0377,0.38,0.0024,57.0,28.0
2024-03-14,서초구,8.9,2.9,15.9,0.0,0.0207,0.0425,0.37,0.0024,72.0,39.0
2024-03-15,서초구,9.1,2.9,15.0,0.0,0.0214,0.0372,0.35,0.0024,61.0,35.0
2024-03-16,서초구,11.3,3.3,19.1,0.0,0.0247,0.0331,0.4,0.0024,63.0,37.0
2024-03-17,서초구,9.0,5.7,12.0,0.0,0.0073,0.0434,0.27,0.0021,144.0,23.0
2024-03-18,서초구,8.2,1.7,14.3,0.0,0.0212,0.0261,0.27,0.0023,37.0,8.0
2024-03-19,서초구,7.1,4.8,11.9,0.5,0.0158,0.034,0.31,0.0021,74.0,29.0
2024-03-20,서초구,5.3,2.7,9.2,0.0,0.01,0.0368,0.27,0.002,52.0,23.0
2024-03-21,서초구,5.4,-0.8,11.8,0.0,0.019,0.0341,0.3,0.0023,44.0,21.0
2024-03-22,서초구,10.6,3.5,16.8,8.5,0.0224,0.0322,0.34,0.0023,56.0,20.0
2024-03-23,서초구,13.3,9.5,18.2,0.5,0.0157,0.0436,0.33,0.0018,72.0,32.0
2024-03-24,서초구,16.0,8.5,23.1,0.0,0.0189,0.0335,0.37,0.0018,38.0,16.0
2024-03-25,서초구,10.9,7.1,14.9,6.5,0.0125,0.0339,0.26,0.0016,20.0,6.0
2024-03-26,서초구,7.8,3.3,12.4,15.0,0.0138,0.0321,0.28,0.0016,8.0,2.0
2024-03-27,서초구,10.7,4.6,17.2,0.0,0.0247,0.0262,0.46,0.0023,36.0,20.0
2024-03-28,서초구,10.4,8.2,12.5,1.5,0.0234,0.0245,0.47,0.0025,28.0,19.0
2024-03-29,서초구,8.0,5.0,13.0,1.5,0.0175,0.033,0.45,0.002,285.0,53.0
2024-03-30,서초구,9.2,2.6,17.4,0.0,0.022,0.0323,0.45,0.0022,110.0,27.0
2024-03-31,서초구,10.9,2.1,17.6,0.0,0.015,0.0368,0.41,0.0022,51.0,12.0
2024-04-01,서초구,12.5,5.4,19.6,0.0,0.0256,0.0317,0.42,0.0025,62.0,17.0
2024-04-02,서초구,15.3,6.3,24.7,0.0,0.0398,0.0297,0.53,0.0027,67.0,26.0
2024-04-03,서초구,15.8,13.5,18.0,0.5,0.0403,0.0203,0.54,0.0022,56.0,25.0
2024-04-04,서초구,15.3,12.1,20.5,0.0,0.0183,0.0402,0.41,0.002,39.0,14.0
2024-04-05,서초구,14.1,10.4,19.1,0.0,0.0147,0.0447,0.39,0.0024,56.0,21.0
2024-04-06,서초구,12.8,6.9,19.5,0.0,0.0249,0.0369,0.52,0.003,83.0,43.0
2024-04-07,서초구,14.9,5.8,23.6,0.0,0.0234,0.0435,0.52,0.003,63.0,34.0
2024-04-08,서초구,16.4,9.7,22.6,0.0,0.0379,0.0269,0.57,0.0028,74.0,31.0
2024-04-09,서초구,15.3,11.5,20.6,0.0,0.0164,0.0379,0.39,0.0023,51.0,19.0
2024-04-10,서초구,14.0,9.4,18.9,0.0,0.0107,0.0432,0.37,0.0024,56.0,20.0
2024-04-11,서초구,15.5,11.5,21.1,0.0,0.0235,0.0342,0.46,0.0027,67.0,23.0
2024-04-12,서초구,16.9,10.0,24.5,0.0,0.027,0.0321,0.49,0.0029,60.0,26.0
2024-04-13,서초구,18.8,10.3,27.4,0.0,0.0204,0.0344,0.43,0.0025,49.0,20.0
2024-04-14,서초구,20.0,11.4,29.3,0.0,0.0267,0.0232,0.57,0.0025,50.0,23.0
2024-04-15,서초구,15.9,11.4,20.1,16.0,0.0122,0.0331,0.38,0.0022,10.0,6.0
2024-04-16,서초구,13.9,11.3,18.5,1.5,0.02,0.0353,0.49,0.0024,103.0,31.0
2024-04-17,서초구,15.1,9.3,22.3,0.0,0.0241,0.0213,0.56,0.0024,171.0,55.0
2024-04-18,서초구,16.9,9.5,25.5,0.0,0.0299,0.0268,0.52,0.0028,139.0,33.0
2024-04-19,서초구,17.6,10.3,25.3,0.0,0.026,0.0529,0.48,0.0035,117.0,36.0
2024-04-20,서초구,14.8,12.9,18.3,5.5,0.0217,0.0354,0.52,0.0025,75.0,31.0
2024-04-21,서초구,17.2,13.1,21.3,0.0,0.007,0.0421,0.35,0.0021,19.0,6.0
2024-04-22,서초구,18.7,14.9,24.1,0.0,0.0133,0.0426,0.35,0.0022,39.0,15.0
2024-04-23,서초구,17.4,12.8,23.3,0.0,0.0133,0.0405,0.4,0.002,27.0,10.0
2024-04-24,서초구,13.5,11.0,17.8,14.0,0.0121,0.0344,0.36,0.0021,14.0,4.0
2024-04-25,서초구,14.7,10.4,21.7,0.0,0.0159,0.0548,0.39,0.0022,41.0,21.0
2024-04-26,서초구,17.6,10.8,26.0,0.0,0.0277,0.0407,0.52,0.0025,93.0,37.0
2024-04-27,서초구,18.2,9.8,26.6,0.0,0.0216,0.0492,0.49,0.0028,73.0,35.0
2024-04-28,서초구,19.8,10.5,28.9,0.0,0.0191,0.057,0.46,0.0027,45.0,20.0
2024-04-29,서초구,20.3,16.9,25.8,0.0,0.0164,0.0547,0.36,0.0023,55.0,20.0
2024-04-30,서초구,18.4,14.8,22.6,0.0,0.0209,0.0451,0.44,0.0031,70.0,36.0
2024-05-01,서초구,17.9,14.0,23.5,0.0,0.0096,0.0525,0.33,0.0023,31.0,14.0
2024-05-02,서초구,18.0,11.0,24.7,0.0,0.0172,0.0475,0.36,0.0026,46.0,20.0
2024-05-03,서초구,19.0,10.2,28.3,0.0,0.0228,0.0554,0.4,0.0031,58.0,29.0
2024-05-04,서초구,20.7,12.2,29.9,0.0,0.0258,0.0666,0.49,0.0033,71.0,37.0
2024-05-05,서초구,17.2,15.3,19.8,33.5,0.0106,0.0395,0.36,0.0023,21.0,12.0
2024-05-06,서초구,14.3,13.3,16.1,9.0,0.0078,0.0492,0.34,0.002,11.0,5.0
2024-05-07,서초구,13.6,12.2,15.6,3.0,0.0125,0.0334,0.36,0.0021,29.0,15.0
2024-05-08,서초구,15.2,10.5,21.7,0.0,0.0137,0.0345,0.29,0.002,26.0,8.0
2024-05-09,서초구,16.2,9.4,23.1,0.0,0.0173,0.0448,0.33,0.0024,40.0,14.0
2024-05-10,서초구,17.8,11.4,25.4,0.0,0.0164,0.0507,0.35,0.0026,41.0,17.0
2024-05-11,서초구,16.9,12.7,23.2,24.5,0.0076,0.0473,0.29,0.0021,23.0,6.0
2024-05-12,서초구,17.1,11.0,22.7,0.0,0.0068,0.0458,0.31,0.0021,86.0,18.0
2024-05-13,서초구,18.1,10.4,25.5,0.0,0.0195,0.0399,0.37,0.0022,38.0,14.0
2024-05-14,서초구,18.5,10.9,25.8,0.0,0.0212,0.0476,0.33,0.0025,38.0,13.0
2024-05-15,서초구,12.4,7.6,20.0,23.0,0.0125,0.0464,0.3,0.0024,29.0,7.0
2024-05-16,서초구,14.1,7.5,20.5,1.0,0.0114,0.0431,0.28,0.0023,19.0,5.0
2024-05-17,서초구,18.4,9.9,26.5,0.0,0.0179,0.0593,0.41,0.0028,56.0,24.0
2024-05-18,서초구,20.3,13.0,27.1,0.0,0.0161,0.0386,0.4,0.0023,33.0,11.0
2024-05-19,서초구,21.2,14.5,28.4,0.0,0.0102,0.0471,0.34,0.0023,27.0,10.0
2024-05-20,서초구,20.0,15.8,24.0,0.0,0.0169,0.031,0.31,0.0027,37.0,14.0
2024-05-21,서초구,22.0,16.3,28.8,0.0,0.0177,0.0472,0.37,0.002,49.0,28.0
2024-05-22,서초구,20.8,16.1,26.8,0.0,0.0193,0.0452,0.41,0.0025,61.0,38.0
2024-05-23,서초구,20.8,15.6,27.6,0.0,0.0184,0.0372,0.34,0.0024,40.0,22.0
2024-05-24,서초구,20.5,14.9,25.0,0.0,0.0171,0.0321,0.34,0.0019,47.0,28.0
2024-05-25,서초구,21.2,18.9,24.8,0.0,0.0126,0.0423,0.33,0.0019,41.0,17.0
